#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
3934,13,https://www.avvo.com/attorneys/06052-ct-richard-lavariere-4665992.html,"Lawyer Richard Lavariere - New Britain, CT Attorney - Avvo",149,10,http://ilj.avemarialaw.edu/Content/iljarticles/Lavariere_Final.pdf,Nofollow,,"North American Free Trade Agreement: Intent; Achievement; and the Future of the International Policy",,0,"2020-09-23 00:46:05","2020-03-30 05:27:15"
3935,13,https://www.avvo.com/arbitration-lawyer/mi/wayne.html,"Find the best Arbitration lawyer in Wayne, MI - Avvo",174,14,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-04-26 09:31:37"
3936,13,https://www.avvo.com/all-lawyers/mi/royal_oak.html?page=30,"Find the best lawyer in Royal Oak, MI - Page 30 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-27 22:04:50"
3937,13,https://www.avvo.com/family-lawyer/tx/rollingwood.html?page=3,"Find the best Family lawyer in Rollingwood, TX - Page 3 - Avvo",192,32,http://www.williedasherlaw.net/lawyer-attorney-1172636.html,Nofollow,,Website,,404,"2020-09-16 08:24:44","2020-04-11 02:49:56"
3938,13,https://www.avvo.com/all-lawyers/ks/roeland_park.html?page=53,"Find the best lawyer in Roeland Park, KS - Page 53 - Avvo",214,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-04-25 01:36:28"
3939,13,https://www.avvo.com/sex-crime-lawyer/ga/scottdale.html,"Find the best Sex Crime lawyer in Scottdale, GA - Avvo",183,19,https://www.chancoschiffer.com/atlanta-personal-injury-lawyer/,Nofollow,,Website,,404,"2020-09-23 04:27:27","2020-02-21 11:10:07"
3940,13,https://www.avvo.com/legal-answers/i-am-considering-creating-a-linkedin-profile-writi-1186533.html,"I am considering creating a LinkedIn profile writing service. What are the legal issues? - Q&A - Avvo",152,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-03 03:20:17"
3941,13,https://www.avvo.com/legal-answers/recently-my-employer-changed-my-case-to-premium-pr-1480329.html,"Recently my employer changed my case to premium processing my case status is changed to Alien Registration Number was changed - Q&A - Avvo",150,12,https://www.uscis.gov/content/homepage-0,Nofollow,"PETITION FOR A NONIMMIGRANT WORKER. Please check our website at",www.uscis.gov,"for further updates on your case. Please wait until the",404,"2020-09-19 18:07:04","2020-03-31 02:11:30"
3942,13,https://www.avvo.com/legal-answers/creating-a-sauce-using-another-companies-hot-sauce-916880.html,"Creating a sauce using another companies hot sauce as a main ingredient. - Q&A - Avvo",163,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-02 17:14:35"
3943,13,https://www.avvo.com/all-lawyers/mi/oak_park.html?page=96,"Find the best lawyer in Oak Park, MI - Page 96 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-13 01:20:34"
3944,13,https://www.avvo.com/legal-answers/i-came-up-with-a-board-game-for-grade-school-kids--532350.html,"I came up with a board game for grade school kids. How can I see about getting a patent on it and finding someone to market it. - Q&A - Avvo",164,13,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-25 20:44:26"
3945,13,https://www.avvo.com/legal-answers/i-had-a-friend-who-was-arrested-for-dui--she-refus-2340419.html,"I had a friend who was arrested for DUI, She refused the Breath test and they got a warrant and drew her blood. That was about - Q&A - Avvo",166,14,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-03-29 15:55:55"
3945,13,https://www.avvo.com/legal-answers/i-had-a-friend-who-was-arrested-for-dui--she-refus-2340419.html,"I had a friend who was arrested for DUI, She refused the Breath test and they got a warrant and drew her blood. That was about - Q&A - Avvo",166,14,https://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-09-27 16:33:31","2020-03-29 15:55:55"
3946,13,https://www.avvo.com/legal-answers/what-are-the-legal-rights-of-co-authors-and-co-art-1721294.html,"What are the legal rights of co-authors and co-artists in a comic book anthology? - Q&A - Avvo",155,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-09 21:54:54"
3947,13,https://www.avvo.com/legal-answers/when-a-graphic-designer-makes-a-logo-for-your-comp-1535984.html,"When a graphic designer makes a logo for your company, who owns the image? - Q&A - Avvo",160,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-15 04:00:05"
3948,13,https://www.avvo.com/legal-answers/can-i-cut-off-internet--tv-services-for-roommate-n-817323.html,"Can I cut off Internet, TV Services for roommate not paying Utilities charge in Agreement? - Q&A - Avvo",149,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-01 16:29:16"
3949,13,https://www.avvo.com/patent-infringement-lawyer/pa/brentwood.html,"Find the best Patent Infringement lawyer in Brentwood, PA - Avvo",180,9,https://www.hh-law.com/professional/henry-m-sneath/,Nofollow,,Website,,404,"2020-09-24 05:38:29","2020-03-31 02:21:23"
3950,13,https://www.avvo.com/patent-infringement-lawyer/pa/etna.html,"Find the best Patent Infringement lawyer in Etna, PA - Avvo",179,9,https://www.hh-law.com/professional/henry-m-sneath/,Nofollow,,Website,,404,"2020-09-24 05:38:29","2020-03-30 19:14:51"
3951,13,https://www.avvo.com/legal-answers/what-is-the-percentage-allowed-in-broward-county-f-3979990.html,"What is the percentage allowed in broward county for annual rent increases on my apartment rental property? - Q&A - Avvo",143,10,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-04-09 06:11:26"
3952,13,https://www.avvo.com/legal-answers/pre-trial-diversion-for-a-dwi-1718667.html,"Pre trial diversion for a DWI - Q&A - Avvo",177,13,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-04-05 21:21:17"
3952,13,https://www.avvo.com/legal-answers/pre-trial-diversion-for-a-dwi-1718667.html,"Pre trial diversion for a DWI - Q&A - Avvo",177,13,https://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-09-27 16:33:31","2020-04-05 21:21:17"
3953,13,https://www.avvo.com/all-lawyers/oh/mineral_ridge.html?page=21,"Find the best lawyer in Mineral Ridge, OH - Page 21 - Avvo",185,13,http://clerk.co.trumbull.oh.us/domestic.htm,Dofollow,,"Court Website",,404,"2020-09-22 23:02:45","2020-05-04 19:48:39"
3954,13,https://www.avvo.com/all-lawyers/mi/keego_harbor.html?page=96,"Find the best lawyer in Keego Harbor, MI - Page 96 - Avvo",213,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-11 14:54:18"
3955,13,https://www.avvo.com/legal-answers/about-the-disney-princess-image-844442.html,"About the Disney princess image - Q&A - Avvo",165,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-27 18:32:23"
3956,13,https://www.avvo.com/all-lawyers/ks/johnson_county.html?page=28,"Find the best lawyer in Johnson County, KS - Page 28 - Avvo",201,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-04-29 01:25:33"
3957,13,https://www.avvo.com/legal-answers/criminal-protective-order-v--juvenile-court-exit-o-2350259.html,"Criminal Protective Order v. Juvenile Court Exit Order. I have a CPO against me from 2013 that protects my two children. - Q&A - Avvo",146,11,https://www.michaelrandalllaw.com/,Nofollow,,Website,,404,"2020-09-30 11:38:29","2020-04-08 07:40:44"
3958,13,https://www.avvo.com/legal-answers/i-have-a-question-about-legal-parody-fair-use--403670.html,"I have a question about legal parody/fair use. - Q&A - Avvo",161,13,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-03 10:28:32"
3959,13,https://www.avvo.com/all-lawyers/ks/johnson_county.html?page=18,"Find the best lawyer in Johnson County, KS - Page 18 - Avvo",201,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-02 02:16:00"
3960,13,https://www.avvo.com/legal-answers/good-morning--i-receive-an-email-from-copyright-se-1691173.html,"Good morning. i receive an email from copyright settlements i download ilegal file, and i've never doewnload ilegal - Q&A - Avvo",165,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-17 23:53:08"
3961,13,https://www.avvo.com/chapter-13-bankruptcy-lawyer/pa/lehigh_valley.html,"Find the best Chapter 13 lawyer in Lehigh Valley, PA - Avvo",165,12,https://www.mccrystal-lawoffice.com/,Nofollow,,Website,,404,"2020-10-01 17:41:54","2020-04-14 10:41:49"
3962,13,https://www.avvo.com/legal-answers/opt-extension-rfe-1266078.html,"OPT extension RFE - Q&A - Avvo",152,11,https://www.uscis.gov/content/homepage-0,Nofollow,"I765, APPLICATION FOR EMPLOYMENT AUTHORIZATION. Please check our website at",www.uscis.gov,"for further updates on your case."" does this mean bad",404,"2020-09-19 18:07:04","2020-03-20 05:51:15"
3963,13,https://www.avvo.com/legal-answers/is-it-illegal-for-the-other-party-on-the-phone-to--998953.html,"Is it illegal for the other party on the phone to record your conversation with them without your consent? - Q&A - Avvo",153,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-28 00:47:39"
3964,13,https://www.avvo.com/legal-answers/can-i-have-a-different-llc-name-than-logo-for-mark-454358.html,"Can I have a different LLC name than logo for marketing purposes? - Q&A - Avvo",155,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-03-28 09:27:27"
3965,13,https://www.avvo.com/adoption-lawyer/al/montgomery.html,"Find the best Adoption lawyer in Montgomery, AL - Avvo",147,10,https://www.balch.com/,Nofollow,,Website,,404,"2020-09-29 00:50:20","2020-03-22 00:32:07"
3966,13,https://www.avvo.com/all-lawyers/co/morrison.html,"Find the best lawyer in Morrison, CO - Avvo",211,27,https://www.fineganduilaw.com/,Nofollow,,Website,,404,"2020-09-26 21:14:56","2020-03-23 00:46:32"
3967,13,https://www.avvo.com/all-lawyers/ct/hartford.html?page=2,"Find the best lawyer in Hartford, CT - Page 2 - Avvo",212,47,https://www.shipmangoodwin.com/jbergenn/,Nofollow,,Website,,404,"2020-09-27 17:20:02","2020-03-22 21:03:02"
3968,13,https://www.avvo.com/attorneys/32202-fl-edward-booth-1259198.html,"Lawyer Edward Booth - Jacksonville, FL Attorney - Avvo",135,15,"https://www.floridabar.org/TFB/TFBResources.nsf/Attachments/2238C54383A817FB85256F730057158B/$FILE/Certification One-Pager.pdf?OpenElement",Nofollow,"Edward M. Booth Jr., has been a","Board Certified","Aviation Law Attorney since 1996. He is also a",404,"2020-09-27 08:19:35","2020-03-22 13:14:51"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-and-Estate-Planning/State-and-Local-Taxes.shtml,Dofollow,,"State And Local Tax Attorney",,404,"2020-09-29 20:30:32","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Settlement-and-Offer-in-Compromises.shtml,Dofollow,,"Seattle Offer In Compromise",,404,"2020-09-25 02:47:11","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/IRS-Collection-Relief.shtml,Dofollow,,"IRS Tax Levy and Wage Garnishment Lawyer",,404,"2020-09-19 20:48:48","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Employment-Tax-and-Trust-Fund-Penalties.shtml,Dofollow,,"Employment And Payroll Tax Attorney",,404,"2020-09-19 19:10:39","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Audits.shtml,Dofollow,,"IRS Tax Audit Attorney",,404,"2020-09-19 10:42:38","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Relief-of-Liens-Levies-and-Wage-Garnishments.shtml,Dofollow,,"IRS Tax Lien Attorney",,404,"2020-09-19 07:37:35","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Everett-Tax-Disputes.shtml,Dofollow,,"Tax Lawyer - Everett",,404,"2020-09-14 21:20:10","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Kent-WA-Tax-Disputes.shtml,Dofollow,,"Tax Attorney - Federal Way",,404,"2020-09-14 20:16:19","2020-03-22 23:35:06"
3969,13,https://www.avvo.com/legal-answers/can-i-sue-my-tax-preparer-for-completing-my-return-999588.html,"Can I sue my tax preparer for completing my return to late to meet the filing deadline? - Q&A - Avvo",152,32,https://www.insightlawfirm.com/Practice-Areas/Bellevue-Tax-Disputes.shtml,Dofollow,,"Tax Lawyer - Bellevue",,404,"2020-09-12 12:41:32","2020-03-22 23:35:06"
3970,13,https://www.avvo.com/legal-answers/is-there-any-legal-recourse-that-compels-my-lender-311358.html,"Is there any legal recourse that compels my lender to consider my loan modification offer? They only tell me to pay up or leave. - Q&A - Avvo",154,9,http://www.homereliefusa.org/,Nofollow,"I have spoken with American Home Relief (",http://www.homereliefusa.org/,") who gave me an elaborate sales pitch about sending",0,"2020-09-12 03:48:32","2020-03-19 15:09:19"
3971,13,https://www.avvo.com/legal-guides/ugc/100-permanent-total-disability-awards-and-settlements,"100 % Permanent Total Disability Awards And Settlements - Legal Guides - Avvo",155,11,https://codes.findlaw.com/index.html,"Nofollow, UGC",,codes.findlaw.com>California>labor,,404,"2020-09-26 20:51:14","2020-03-21 09:14:37"
3972,13,https://www.avvo.com/legal-guides/ugc/administrative-modification-of-child-support-an-overview,"Administrative Modification of Child Support - an Overview - Legal Guides - Avvo",164,16,http://www.oregonchildsupport.gov/offices/pages/index.aspx,"Nofollow, UGC",,"1. Contact Information",,404,"2020-09-25 19:07:06","2020-03-23 00:28:12"
3973,13,https://www.avvo.com/legal-guides/ugc/asylum-based-on-membership-in-a-particular-social-group-edit,"Asylum Based on Membership in a Particular Social Group Edit - Legal Guides - Avvo",152,49,https://www.shusterman.com/asylumusimmigration,"Nofollow, UGC",,"Asylum Success Stories",,404,"2020-09-30 12:43:50","2020-03-23 00:44:39"
3973,13,https://www.avvo.com/legal-guides/ugc/asylum-based-on-membership-in-a-particular-social-group-edit,"Asylum Based on Membership in a Particular Social Group Edit - Legal Guides - Avvo",152,49,https://www.shusterman.com/asylum-social-group,Dofollow,", (4) nationality , or","(5) membership in a particular social group",.,404,"2020-09-30 00:15:35","2020-03-23 00:44:39"
3973,13,https://www.avvo.com/legal-guides/ugc/asylum-based-on-membership-in-a-particular-social-group-edit,"Asylum Based on Membership in a Particular Social Group Edit - Legal Guides - Avvo",152,49,https://www.shusterman.com/schedule-immigration-consultation,"Nofollow, UGC",,"Schedule a Legal Consultation",,404,"2020-09-22 03:48:46","2020-03-23 00:44:39"
3974,13,https://www.avvo.com/legal-guides/ugc/probate-in-spartanburg-county-south-carolina,"Probate in Spartanburg County, South Carolina - Legal Guides - Avvo",155,11,https://www.spartanburgcounty.org/govt/depts/procrt/index.htm,"Nofollow, UGC","the information you want to know can be found at",http://www.spartanburgcounty.org/govt/depts/procrt/index.htm,". The Estate Division of the probate court is located",404,"2020-09-22 05:17:35","2020-03-21 09:35:36"
3975,13,https://www.avvo.com/legal-answers/what-is-the-jail-sentence-for-a-1st-dwi-probation--798911.html,"What is the jail sentence for a 1st DWI probation Violation? - Q&A - Avvo",159,14,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-03-30 02:54:39"
3975,13,https://www.avvo.com/legal-answers/what-is-the-jail-sentence-for-a-1st-dwi-probation--798911.html,"What is the jail sentence for a 1st DWI probation Violation? - Q&A - Avvo",159,14,https://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-09-27 16:33:31","2020-03-30 02:54:39"
3976,13,https://www.avvo.com/legal-answers/hi-baby-broke-a-giraffe-that-was-on-the-baby-trend-2303448.html,"Hi!baby broke a giraffe that was on the baby trend walker that she was using and almost ate a broken part, what to do? - Q&A - Avvo",165,12,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-04-23 11:03:30"
3977,13,https://www.avvo.com/legal-answers/is-there-a-new-mexico-law-on-severance-pay-for-upp-596702.html,"Is there a new mexico law on severance pay for upper management positions? - Q&A - Avvo",153,12,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-11 18:35:02"
3978,13,https://www.avvo.com/legal-answers/can-you-patent-an--invention--that-is-a-combinatio-410430.html,"Can you patent an 'invention' that is a combination of two existing patented products? - Q&A - Avvo",158,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-21 02:15:01"
3979,13,https://www.avvo.com/legal-answers/if-i-take-a-photo-of-a-rose-arrangement-done-by-a--794106.html,"If I take a photo of a rose arrangement done by a known florist and use the photo in my art work, am I breaking copyright laws? - Q&A - Avvo",156,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-12 15:30:26"
3980,13,https://www.avvo.com/legal-answers/can-my-ex-husbands-girlfriend-get-involved-in-our--3176261.html,"Can my ex husbands girlfriend get involved in our case? - Q&A - Avvo",166,12,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-04-07 07:20:15"
3981,13,https://www.avvo.com/appeals-lawyer/ks/johnson_county.html?page=2,"Find the best Appeals lawyer in Johnson County, KS - Page 2 - Avvo",209,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-06 06:41:35"
3982,13,https://www.avvo.com/legal-answers/when-should-i-apply-for-f-1-visa-renewal-before-it-3357491.html,"When should I apply for F-1 visa renewal before it expires? - Q&A - Avvo",152,12,http://www.ustraveldocs.com/in/in-niv-visarenew.asp,Nofollow,"and conditions of renewal of visa on this website -",http://www.ustraveldocs.com/in/in-niv-visarenew.asp,,404,"2020-09-29 18:36:37","2020-04-15 12:58:29"
3982,13,https://www.avvo.com/legal-answers/when-should-i-apply-for-f-1-visa-renewal-before-it-3357491.html,"When should I apply for F-1 visa renewal before it expires? - Q&A - Avvo",152,12,https://www.ustraveldocs.com/in/in-niv-visarenew.asp,Nofollow,"and conditions of renewal of visa on this website -",http://www.ustraveldocs.com/in/in-niv-visarenew.asp,,404,"2020-09-18 11:34:21","2020-04-15 12:58:29"
3983,13,https://www.avvo.com/all-lawyers/md/mount_rainier.html?page=4,"Find the best lawyer in Mount Rainier, MD - Page 4 - Avvo",214,49,https://www.bernabeipllc.com/who-we-are/alan-kabat-bio/,Nofollow,,Website,,404,"2020-09-28 22:23:35","2020-04-30 13:53:31"
3984,13,https://www.avvo.com/legal-answers/why-do-i-need-to-research-international-patents----1465169.html,"Why Do I need to research international patents? Can I be sued for patent infringement in US courts for a German filed patent? - Q&A - Avvo",153,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-19 08:00:09"
3985,13,https://www.avvo.com/litigation-lawyer/mi/grosse_pointe_woods.html?page=4,"Find the best Litigation lawyer in Grosse Pointe Woods, MI - Page 4 - Avvo",192,14,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-05-10 11:26:51"
3986,13,https://www.avvo.com/legal-answers/can-i-be-garnished-on-a-medical-bill-that-s-over-1-2062564.html,"Can I be garnished on a medical bill that's over 10 yrs old? - Q&A - Avvo",160,12,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-04-21 19:56:27"
3987,13,https://www.avvo.com/legal-answers/my-husbands-immigrant-visa--iv--application--form--4492845.html,"My husbands Immigrant Visa (IV) Application (form DS-260) on our case has been reopened because updates are required. - Q&A - Avvo",141,15,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-04-17 19:55:13"
3988,13,https://www.avvo.com/legal-answers/how-to-get-charges-dropped-on-a-class-c-felony--2322800.html,"How to get charges dropped on a class c felony. - Q&A - Avvo",150,10,http://www.stevewellsanchorage.com/,Nofollow,,Website,,404,"2020-10-01 08:03:41","2020-04-17 11:18:25"
3989,13,https://www.avvo.com/partnership-lawyer/pa/west_view.html,"Find the best Partnership lawyer in West View, PA - Avvo",189,9,https://bernsteinlaw.com/directory/KBurkley.htm,Nofollow,,Website,,404,"2020-09-16 17:05:54","2020-04-06 19:58:51"
3990,13,https://www.avvo.com/legal-answers/is-it-legal-to-pay-an-employee-even-though-he-s-no-2816962.html,"Is it legal to pay an employee even though he's not at work - Q&A - Avvo",142,11,http://donbelllaw.com/index.html,Nofollow,,Website,,404,"2020-09-19 06:33:20","2020-04-22 08:23:05"
3991,13,https://www.avvo.com/legal-answers/if-i-am-still-in-the-process-of-filing-chapter-7---3225753.html,"If I am still in the process of filing chapter 7, am I able to start my own business? - Q&A - Avvo",168,15,http://www.whhmlaw.com/,Nofollow,,Website,,404,"2020-09-30 11:08:09","2020-04-23 18:00:46"
3992,13,https://www.avvo.com/legal-answers/how-can-i-recover-medical-costs-from-a-car-acciden-2758851.html,"How can I recover medical costs from a car accident? - Q&A - Avvo",180,11,http://www.wendlerlawpc.com/,Nofollow,,Website,,404,"2020-10-01 16:01:28","2020-04-07 02:40:38"
3993,13,https://www.avvo.com/all-lawyers/mi/lathrup_village.html?page=49,"Find the best lawyer in Lathrup Village, MI - Page 49 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-01 12:11:37"
3994,13,https://www.avvo.com/legal-answers/i-trademarked-my-blog-in-2010--someone-else-uses-s-576326.html,"I trademarked my blog in 2010. Someone else uses similar name but was est. in 2007and has no TM. Can I claim TM infringement? - Q&A - Avvo",160,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-03 05:16:40"
3995,13,https://www.avvo.com/attorneys/75201-tx-steven-jensen-183289.html,"Lawyer Steven Jensen - Dallas, TX Attorney - Avvo",152,13,http://www.stevejensenblog.com/,Nofollow,,"Steven Jensen Blog",,0,"2020-09-14 22:55:50","2020-03-24 17:34:27"
3996,13,https://www.avvo.com/wills-living-wills-lawyer/nj/waldwick.html,"Find the best Wills lawyer in Waldwick, NJ - Avvo",189,12,https://www.coppa-law.com/,Nofollow,,Website,,404,"2020-09-24 09:33:57","2020-05-08 04:36:01"
3997,13,https://www.avvo.com/all-lawyers/wa/lynnwood.html?page=15,"Find the best lawyer in Lynnwood, WA - Page 15 - Avvo",214,13,https://marysvillewa.gov/144/Municipal-Court,Dofollow,,"Court Website",,404,"2020-09-23 22:11:16","2020-04-26 06:33:10"
3998,13,https://www.avvo.com/legal-guides/ugc/form-i-130-petition-for-alien-relative,"FORM I-130, PETITION FOR ALIEN RELATIVE - Legal Guides - Avvo",154,10,https://self-lawyer.com/family-sponsorship-form-i-130/,Nofollow,"of SelfLawyer. Get help with Form I-130 from SelfLawyer here:",https://self-lawyer.com/family-sponsorship-form-i-130/,,404,"2020-09-14 02:27:09","2020-03-13 00:55:40"
3999,13,https://www.avvo.com/all-lawyers/mi/bloomfield_hills.html?page=49,"Find the best lawyer in Bloomfield Hills, MI - Page 49 - Avvo",213,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-09 12:39:06"
4000,13,https://www.avvo.com/legal-answers/can-my-brother-get-a-nearly-ten-year-old-texas-dwi-2364014.html,"Can my brother get a nearly ten year old Texas DWI conviction overturned? - Q&A - Avvo",166,13,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-03-27 17:25:52"
4000,13,https://www.avvo.com/legal-answers/can-my-brother-get-a-nearly-ten-year-old-texas-dwi-2364014.html,"Can my brother get a nearly ten year old Texas DWI conviction overturned? - Q&A - Avvo",166,13,https://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-09-27 16:33:31","2020-03-27 17:25:52"
4001,13,https://www.avvo.com/legal-answers/i-beleive-that-i-have-some-original-sayings--can-t-308535.html,"I beleive that I have some original sayings. Can they be copyrighted in book form?What number of sayings constitute a book? - Q&A - Avvo",148,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-09 20:27:43"
4002,13,https://www.avvo.com/legal-answers/cani-get-sued-over-an-accident-from-almost-3-years-3064880.html,"CanI get sued over an accident from almost 3 years ago?? - Q&A - Avvo",171,9,http://www.tomfarrell-law.com/,Nofollow,,Website,,404,"2020-09-28 23:34:16","2020-04-06 00:34:39"
4003,13,https://www.avvo.com/legal-answers/do-i-need-to-file-a-601a-waiver--2942646.html,"Do I need to file a 601a waiver - Q&A - Avvo",171,16,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-04-21 11:01:21"
4004,13,https://www.avvo.com/legal-answers/social-security-lawyer-2112842.html,"Social Security lawyer - Q&A - Avvo",152,11,https://www.virginiadisabilitylawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:39:58","2020-04-18 01:10:47"
4005,13,https://www.avvo.com/all-lawyers/mi/oak_park.html?page=83,"Find the best lawyer in Oak Park, MI - Page 83 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-30 06:39:41"
